Date,Open,High,Low,Close,Adj Close,Volume
2017-03-16,71.55000305175781,71.55000305175781,70.0999984741211,70.9000015258789,51.66500473022461,48000
2017-03-17,70.4000015258789,70.4000015258789,68.4000015258789,69.19999694824219,50.42620849609375,54000
2017-03-20,68.6500015258789,69.0,67.4000015258789,67.69999694824219,49.33314895629883,24000
2017-03-21,66.69999694824219,66.69999694824219,62.650001525878906,64.05000305175781,47.373146057128906,86000
2017-03-22,63.20000076293945,63.5,61.79999923706055,62.099998474121094,45.930870056152344,130000
2017-03-23,64.69999694824219,65.25,63.04999923706055,65.1500015258789,48.186729431152344,62000
2017-03-24,66.0,66.69999694824219,65.4000015258789,65.55000305175781,48.48258972167969,40000
2017-03-27,64.5,66.0,64.5,65.94999694824219,48.77843475341797,16000
2017-03-28,68.44999694824219,69.0,66.4000015258789,66.69999694824219,49.33314895629883,36000
2017-03-29,68.8499984741211,68.8499984741211,67.0,67.4000015258789,49.850894927978516,44000
2017-03-30,67.44999694824219,67.94999694824219,66.0,67.25,49.739959716796875,20000
2017-03-31,66.69999694824219,68.0,66.1500015258789,66.1500015258789,48.926368713378906,30000
2017-04-03,67.0,67.0,66.25,67.0,49.5550422668457,18000
2017-04-05,68.0,68.5999984741211,67.5999984741211,67.75,50.10976791381836,24000
2017-04-06,67.0,68.4000015258789,66.0,67.69999694824219,50.072776794433594,80000
2017-04-07,68.25,70.69999694824219,67.30000305175781,68.4000015258789,50.590538024902344,80000
2017-04-10,69.94999694824219,73.94999694824219,68.69999694824219,72.5,53.62299346923828,170000
2017-04-11,74.94999694824219,74.94999694824219,72.55000305175781,74.19999694824219,54.880367279052734,98000
2017-04-12,75.25,78.8499984741211,72.0,72.4000015258789,53.549041748046875,100000
2017-04-13,72.9000015258789,72.9000015258789,70.30000305175781,71.5,52.883365631103516,68000
2017-04-17,65.69999694824219,71.1500015258789,65.69999694824219,66.30000305175781,49.03731155395508,228000
2017-04-18,67.94999694824219,70.0,67.3499984741211,69.3499984741211,51.29316329956055,92000
2017-04-19,69.3499984741211,70.94999694824219,69.3499984741211,70.30000305175781,51.995826721191406,32000
2017-04-20,71.94999694824219,71.94999694824219,69.05000305175781,69.3499984741211,51.29316329956055,46000
2017-04-21,71.30000305175781,71.30000305175781,69.05000305175781,70.75,52.328651428222656,86000
2017-04-24,72.44999694824219,72.44999694824219,68.55000305175781,68.9000015258789,50.96034240722656,76000
2017-04-25,69.05000305175781,70.5,69.0,69.0,51.0343017578125,12000
